Date,Fighter,Average Odds,Average Probability
2022-05-21,Angela Hill,182.37,0.3541494046943037
2022-05-21,Virna Jandiroba,-182.37,0.6458505953056963
2022-05-21,Carlos Candelario,268.06,0.271693994484641
2022-05-21,Tatsuro Taira,-268.06,0.728306005515359
2022-05-21,Andre Petroski,309.65,0.24411180006035932
2022-05-21,Nick Maximov,-309.65,0.7558881999396406
2022-05-21,Donald Cerrone,-170.53,0.6303570821110873
2022-05-21,Joe Lauzon,170.53,0.36964291788891274
2022-05-14,Belal Muhammad,165.96,0.3760027122148365
2022-05-14,Vicente Luque,-165.96,0.6239972877851634
2022-05-14,Caio Borralho,112.79,0.46995013734575586
2022-05-14,Gadzhi Omargadzhiev,-112.79,0.5300498626542443
2022-05-14,Andre Fialho,155.61,0.391218851150469
2022-05-14,Miguel Baeza,-155.61,0.6087811488495309
2022-05-14,Mayra Bueno Silva,-389.33,0.7956384011997399
2022-05-14,Yanan Wu,389.33,0.2043615988002601
2022-05-14,Pat Sabatini,-410.55,0.8041323953061369
2022-05-14,T.J. Laramie,410.55,0.19586760469386316
2022-05-14,Chris Barnett,231.09,0.30203345003419374
2022-05-14,Martin Buday,-231.09,0.6979665499658063
2022-05-14,Ange Loosa,205.56,0.3272679398883062
2022-05-14,Mounir Lazzez,-205.56,0.6727347840361035
2022-05-14,Devin Clark,-154.49,0.6070557090906501
2022-05-14,William Knight,154.49,0.39294429090934996
2022-05-14,Lina Akhtar Lansberg,363.25,0.21586797000754118
2022-05-14,Pannie Kianzad,-363.25,0.7841320299924588
2022-05-14,Brandon Jenkins,462.33,0.1778304589100019
2022-05-14,Drakkar Klose,-462.33,0.822169541089998
2022-05-14,Jesse Ronson,-121.49,0.54851670122268
2022-05-14,Rafa Garcia,121.49,0.45148329877731996
2022-05-14,Jordan Leavitt,125.84,0.4427889426531968
2022-05-14,Trey Ogden.,-125.84,0.5572110573468032
2022-05-14,Elizeu Zaleski Dos Santos,-167.07,0.6255663309244767
2022-05-14,Mounir Lazzez,167.07,0.3744336690755233
2022-05-14,Jordan Leavitt,-130.2,0.5655951346655083
2022-05-14,Victor Martinez,130.2,0.43440486533449174
2022-05-14,Istela Nunes,-206.41,0.6736413950540284
2022-05-14,Sam Hughes,206.41,0.3263586049459716
2022-05-14,Heili Alateng,-159.91,0.6152579343166248
2022-05-14,Kevin Croom,159.91,0.3847420656833751
2022-05-07,Charles Oliveira,-129.28,0.5638537928203345
2022-05-07,Justin Gaethje,129.28,0.43614620717966546
2022-05-07,Carla Esparza,197.63,0.33599169281953434
2022-05-07,Rose Namajunas,-197.63,0.6640083071804656
2022-05-07,Michael Chandler,-298.92,0.7493230801179087
2022-05-07,Tony Ferguson,298.92,0.25067691988209134
2022-05-07,Mauricio Rua,221.81,0.31073835823016804
2022-05-07,Ovince St. Preux,-221.81,0.689261641769832
2022-05-07,Khaos Williams,-103.13,0.5077040036607318
2022-05-07,Randy Brown,103.13,0.4922959963392681
2022-05-07,Danny Roberts,-108.02,0.5192767998981362
2022-05-07,Francisco Trinaldo,108.02,0.4807232001018638
2022-05-07,Macy Chiasson,199.07,0.33436785975156663
2022-05-07,Norma Dumont,-199.07,0.6656321402484333
2022-05-07,Brandon Royval,-221.75,0.6891970965134351
2022-05-07,Matt Schnell,221.75,0.31080290348656503
2022-05-07,Blagoy Ivanov,-137.35,0.5786861579407279
2022-05-07,Marcos Rogerio,137.35,0.42131384205927214
2022-05-07,Andre Fialho,-371.93,0.7881033052110877
2022-05-07,Cameron Vancamp,371.93,0.21189669478891227
2022-05-07,Melissa Gatto,119.74,0.45507701798779127
2022-05-07,Tracy Cortez,-119.74,0.5449229820122088
2022-05-07,C.J. Vergara,290.91,0.2558153384296561
2022-05-07,Kleydson Rodrigues,-290.91,0.7441846615703438
2022-05-07,Ariane Carnelossi,163.72,0.3791862726352263
2022-05-07,Lupita Godinez,-163.72,0.6208137273647736
2022-05-07,Fernie Garcia,-118.92,0.5432195698828335
2022-05-07,Journey Newson,118.92,0.45678043011716635
2022-04-30,Marlon Vera,106.71,0.48375911184824727
2022-04-30,Rob Font,-106.71,0.5162408881517526
2022-04-30,Andrei Arlovski.,-117.98,0.5412428733321007
2022-04-30,Jake Collier,117.98,0.4587571266678992
2022-04-30,Andre Fili,-220.95,0.688429111342301
2022-04-30,Joanderson Brito,220.95,0.31157088865769916
2022-04-30,Grant Dawson.,-170.18,0.6298717942479376
2022-04-30,Jared Gordon,170.18,0.3701282057520623
2022-04-30,Darren Elkins,-155.19,0.6081330237349716
2022-04-30,Tristan Connelly,155.19,0.39186697626502826
2022-04-30,Gerald Meerschaert,165.4,0.37678740414585327
2022-04-30,Krzysztof Jotko,-165.4,0.6232125958541467
2022-04-30,Alexandr Romanov,-1053.11,0.913277791640803
2022-04-30,Chase Sherman,1053.11,0.08672220835919701
2022-04-30,Daniel Lacerda,-114.46,0.533703702876371
2022-04-30,Francisco Figueiredo,114.46,0.4662962971236289
2022-04-30,Daniel da Silva,-116.73,0.538602419200126
2022-04-30,Francisco Figueiredo,116.73,0.461397580799874
2022-04-30,Gabriel Green,-116.02,0.5370826874011971
2022-04-30,Yohan Lainesse,116.02,0.46291731259880287
2022-04-30,Mike Breeden,183.72,0.3524619632629771
2022-04-30,Natan Levy,-183.72,0.6475380367370231
2022-04-30,Gina Mazany,-173.73,0.6346734678975345
2022-04-30,Shanna Young,173.73,0.36532653210246546
2022-04-30,Carlos Candelario,213.51,0.3189722952757992
2022-04-30,Tatsuro Taira,-213.51,0.6810277047242008
2022-04-23,Alexandr Romanov,-888.92,0.898879159884642
2022-04-23,Chase Sherman,888.91,0.10112095750686916
2022-04-23,Amanda Lemos,205.09,0.32777301243257617
2022-04-23,Jessica Andrade,-205.09,0.6722269875674237
2022-04-23,Claudio Puelles,-102.47,0.5061117058132517
2022-04-23,Clay Guida,102.47,0.4938882941867482
2022-04-23,Maycee Barber,-168.15,0.627080078899502
2022-04-23,Montana de La Rosa,168.15,0.3729199211004979
2022-04-23,Charles Jourdain,-109.05,0.521642459559128
2022-04-23,Lando Vannata,109.05,0.47835754044087203
2022-04-23,Jordan Wright,175.03,0.3635939885126812
2022-04-23,Marc-Andre Barriault,-175.03,0.6364060114873188
2022-04-23,Dwight Grant,111.08,0.4737623057475849
2022-04-23,Sergey Khandozhko,-111.08,0.5262376942524152
2022-04-23,Isaac Villanueva,465.51,0.17683148404758134
2022-04-23,Tyson Pedro,-465.51,0.8231688214043174
2022-04-23,Cameron Else,201.76,0.33139404627430824
2022-04-23,Qileng Aori,-201.76,0.668605953725692
2022-04-23,Aori Qileng,-201.23,0.6680287037212734
2022-04-23,Cameron Else,201.23,0.3319712962787265
2022-04-23,Evan Elder,139.43,0.4176659836591327
2022-04-23,Preston Parsons,-139.43,0.5823340163408672
2022-04-23,Marcin Prachnio,-114.35,0.5334642486119208
2022-04-23,Philipe Lins,114.35,0.46653575138807934
2022-04-23,Dean Barry,-688.81,0.8732267695230702
2022-04-23,Mike Jackson,688.81,0.12677323047692968
2022-04-23,Manel Kape,-176.67,0.638558571583475
2022-04-23,Su Mudaerji,176.67,0.36144142841652516
2022-04-23,Alexander Romanov,-395.83,0.7983179718855252
2022-04-23,Tanner Boser,395.83,0.20168202811447472
2022-04-23,Louis Cosce,-155.91,0.6092376226016959
2022-04-23,Preston Parsons,155.91,0.3907623773983041
2022-04-16,Chris Daukaus,393.66,0.20256777760925548
2022-04-16,Curtis Blaydes,-393.66,0.7974322223907444
2022-04-16,Alexa Grasso,-234.6,0.7011355082067973
2022-04-16,Joanne Wood,234.6,0.2988644917932027
2022-04-16,Bryan Barberena,-103.41,0.5083819385465084
2022-04-16,Matt Brown,103.41,0.4916180614534917
2022-04-16,Askar Askarov,-343.22,0.7743762624913857
2022-04-16,Kai Kara-France,343.22,0.2256237375086142
2022-04-16,Aleksei Oleinik,186.17,0.3494476337362031
2022-04-16,Ilir Latifi,-186.17,0.6505523662637969
2022-04-16,Max Griffin,235.06,0.2984552993463626
2022-04-16,Neil Magny,-235.06,0.7015447006536374
2022-04-16,Marc Diakiese,133.31,0.4286133154323563
2022-04-16,Viacheslav Borshchev,-133.31,0.5713866845676436
2022-04-16,Seung Woo Choi,-176.67,0.638558571583475
2022-04-16,Tucker Lutz,176.67,0.36144142841652516
2022-04-16,Karol Rosa,-207.16,0.6744331766851718
2022-04-16,Sara McMann,207.16,0.3255668233148283
2022-04-16,Chris Gutierrez,128.31,0.437998712210544
2022-04-16,Danaa Batgerel,-128.31,0.5620012877894561
2022-04-16,Aliaskhab Khizriev,-643.32,0.8654676201984757
2022-04-16,Denis Tiuliulin,643.32,0.13453237980152427
2022-04-16,Jennifer Maia,374.25,0.21085845678063792
2022-04-16,Manon Fiorot,-374.25,0.7891415432193621
2022-04-16,David Dvorak,-118.63,0.5426013111030473
2022-04-16,Matheus Nicolau,118.63,0.4573986888969526
2022-04-16,Bruno Souza,-126.32,0.5581504544431088
2022-04-16,Luis Saldana,126.32,0.4418495455568912
2022-04-09,Alexander Volkanovski,-497.7,0.83269190178776
2022-04-09,Chan Sung Jung,497.7,0.16730809821224002
2022-04-09,Aljamain Sterling,344.15,0.22515133954016006
2022-04-09,Petr Yan,-344.15,0.7748486604598399
2022-04-09,Gilbert Burns,413.32,0.1948095523302783
2022-04-09,Khamzat Chimaev,-413.32,0.8051904476697217
2022-04-09,Mackenzie Dern,-110.95,0.5259432797807717
2022-04-09,Tecia Torres,110.95,0.4740567202192284
2022-04-09,Mark Madsen,107.67,0.48153317045137367
2022-04-09,Vinc Pichel,-107.67,0.5184668295486263
2022-04-09,Darian Weeks,321.24,0.23739347267894853
2022-04-09,Ian Garry,-321.24,0.7626065273210514
2022-04-09,Anthony Hernandez,-172.38,0.6328691261309256
2022-04-09,Josh Fremd,172.38,0.3671308738690744
2022-04-09,Aspen Ladd,148.08,0.40309849260347674
2022-04-09,Raquel Pennington,-148.08,0.5969015073965233
2022-04-09,Michael Malott,-154.29,0.606748200873019
2022-04-09,Mickey Gall,154.29,0.393251799126981
2022-04-09,Mickey Gall,151.45,0.3976923691153336
2022-04-09,Mike Malott.,-151.45,0.6023076308846663
2022-04-09,Aleksei Oleinik,124.13,0.446168998296488
2022-04-09,Jared Vanderaa,-124.13,0.5538310017035121
2022-04-09,Kay Hansen,115.28,0.4645026365949784
2022-04-09,Piera Rodriguez,-115.28,0.5354973634050216
2022-04-09,Daniel Santos,169.73,0.3707469825132596
2022-04-09,Julio Arce,-169.73,0.6292530174867403
2022-04-09,Aspen Ladd,176.67,0.36144142841652516
2022-04-09,Irene Aldana,-176.67,0.638558571583475
2022-04-09,Gavin Tucker,130.2,0.43440486533449174
2022-04-09,Pat Sabatini,-130.2,0.5655951346655083
2022-03-26,Alexander Volkov,126.18,0.4421307882810809
2022-03-26,Tom Aspinall,-126.18,0.5578692117189191
2022-03-26,Arnold Allen,-103.62,0.5088868709699254
2022-03-26,Daniel Hooker,103.62,0.4911131290300747
2022-03-26,Paddy Pimblett,-493.91,0.83162570576475
2022-03-26,Rodrigo Vargas,493.91,0.16837429423524997
2022-03-26,Gunnar Nelson,-421.78,0.8083466155466961
2022-03-26,Takashi Sato,421.78,0.191653384453304
2022-03-26,Liudvik Sholinian,320.0,0.23809523809523808
2022-03-26,Nathaniel Wood,-320.0,0.7619047619047619
2022-03-26,Luana Carolina,131.28,0.4323840737395039
2022-03-26,Molly McCann,-131.28,0.5676159262604962
2022-03-26,Ilia Topuria,-461.54,0.8219171222027539
2022-03-26,Jai Herbert,461.54,0.17808287779724608
2022-03-26,Makwan Amirkhani,202.38,0.33071242278227886
2022-03-26,Mike Grundy,-202.38,0.669287577217721
2022-03-26,Sergei Pavlovich,-291.14,0.7443387393770605
2022-03-26,Shamil Abdurakhimov,291.14,0.2556612606229394
2022-03-26,Nikita Krylov,-174.92,0.6362617686338865
2022-03-26,Paul Craig,174.92,0.36373823136611355
2022-03-26,Jack Shore,-111.85,0.5279670814849963
2022-03-26,Timur Valiev.,111.85,0.47203291851500384
2022-03-26,Cory McKenna,-253.38,0.7170199757681176
2022-03-26,Elise Reed,253.38,0.2829800242318824
2022-03-26,Cody Durden,401.93,0.19923088210018527
2022-03-26,Muhammad Mokaev,-401.93,0.8007691178998146
2022-03-19,Magomed Ankalaev,-481.53,0.8280409901045517
2022-03-19,Thiago Santos,481.53,0.1719590098954482
2022-03-19,Marlon Moraes,248.01,0.2873506468132762
2022-03-19,Yadong Song,-248.01,0.7126493531867238
2022-03-19,Alex Caceres,232.2,0.3010203693721997
2022-03-19,Sodiq Yusuff,-232.2,0.6989796306278002
2022-03-19,Karl Roberson,-132.08,0.5691191835718947
2022-03-19,Khalil Rountree Jr,132.08,0.4308808164281052
2022-03-19,Drew Dober,-141.64,0.5861556796342603
2022-03-19,Terrance McKinney,141.64,0.4138443203657396
2022-03-19,Alex Pereira,-184.6,0.6486247121374497
2022-03-19,Bruno Silva,184.6,0.35137528786255046
2022-03-19,A.J. Fletcher,173.02,0.36627037802985274
2022-03-19,Matthew Semelsberger,-173.02,0.6337296219701474
2022-03-19,Gillian Robertson,-112.8,0.5300800228319792
2022-03-19,Jj Aldrich,112.8,0.46991997716802075
2022-03-19,Javid Basharat,-148.37,0.5973799304706939
2022-03-19,Trevin Jones,148.37,0.40262006952930585
2022-03-19,Damon Jackson,-106.85,0.516546224461637
2022-03-19,Kamuela Kirk.,106.85,0.4834537755383631
2022-03-19,Miranda Maverick,-289.91,0.7435338036798291
2022-03-19,Sabina Mazo,289.91,0.2564661963201708
2022-03-19,Cody Brundage,124.05,0.4463215635930314
2022-03-19,Dalcha Lungiambula,-124.05,0.5536784364069686
2022-03-19,Guido Cannetti,140.77,0.41533408138188144
2022-03-19,Kris Moutinho,-140.77,0.5846659186181185
2022-03-19,Azamat Murzakanov,-174.66,0.6359187104238494
2022-03-19,Tafon Nchukwi,174.66,0.36408128957615066
2022-03-12,Aljamain Sterling,289.37,0.2568246489405884
2022-03-12,Petr Yan,-289.37,0.7431753510594116
2022-03-12,Colby Covington,-273.52,0.7322784574396145
2022-03-12,Jorge Masvidal,273.52,0.26772154256038555
2022-03-12,Rafael Dos Anjos,-164.1,0.6213580283423646
2022-03-12,Renato Moicano,164.1,0.37864197165763536
2022-03-12,Bryce Mitchell,-151.46,0.6023207651797763
2022-03-12,Edson Barboza,151.46,0.3976792348202238
2022-03-12,Alex Oliveira,342.73,0.225871826203564
2022-03-12,Kevin Holland,-342.73,0.7741281737964361
2022-03-12,Greg Hardy,166.07,0.37583724809994057
2022-03-12,Serghei Spivac,-166.07,0.6241627519000594
2022-03-12,Jalin Turner,-139.24,0.5820054153921981
2022-03-12,Jamie Mullarkey,139.24,0.41799458460780203
2022-03-12,Marina Rodriguez,-238.12,0.7042450429464684
2022-03-12,Yan Xiaonan,238.12,0.29575495705353166
2022-03-12,Kennedy Nzechukwu,-122.33,0.5502158567898434
2022-03-12,Nicolae Negumereanu,122.33,0.4497841432101566
2022-03-12,Mariya Agapova,-159.2,0.6142037175765945
2022-03-12,Maryna Moroz,159.2,0.3857962824234054
2022-03-12,Brian Kelleher,661.22,0.1313675647485076
2022-03-12,Umar Nurmagomedov,-661.22,0.8686324352514924
2022-03-12,Tagir Ulanbekov,-203.4,0.6704018113363533
2022-03-12,Timothy Elliott,203.4,0.3295981886636466
2022-03-12,Devonte Smith,-134.71,0.5739503558136367
2022-03-12,Rudovit Klein,134.71,0.4260496441863634
2022-03-12,Dustin Jacoby,-175.53,0.6370645422009361
2022-03-12,Michar Oleksiejczuk,175.53,0.36293545779906394
2022-03-12,Jessica Eye,360.0,0.21739130434782608
2022-03-12,Manon Fiorot,-360.0,0.782608695652174
2022-03-05,Bobby Green,611.41,0.14056616698238705
2022-03-05,Islam Makhachev,-611.41,0.8594338330176129
2022-03-05,Misha Cirkunov,-138.57,0.5808345688066499
2022-03-05,Wellington Turman.,138.57,0.41916543119335015
2022-03-05,Ji Yeon Kim,-157.54,0.611707193762615
2022-03-05,Priscila Cachoeira,157.54,0.388292806237385
2022-03-05,Arman Tsarukyan,-235.88,0.7022752782332407
2022-03-05,Joel Alvarez,235.88,0.2977247217667593
2022-03-05,Armen Petrosyan,138.53,0.41923900078872095
2022-03-05,Gregory Rodrigues,-138.53,0.5807609992112792
2022-03-05,Ignacio Bahamondes,-193.01,0.6587122729261679
2022-03-05,Zhu Rong,193.01,0.34128772707383215
2022-03-05,Josiane Nunes,-229.17,0.6962072037839745
2022-03-05,Ramona Pascual.,229.17,0.3037927962160255
2022-03-05,Beneil Dariush,307.89,0.2451641373899826
2022-03-05,Islam Makhachev,-307.89,0.7548358626100174
2022-03-05,Ion Curelaba,-167.07,0.6255663309244767
2022-03-05,Ryan Spann,167.07,0.3744336690755233
2022-03-05,Jairzinho Rozenstruik,-113.89,0.5324699611950068
2022-03-05,Marcin Tybura,113.89,0.4675300388049933
2022-03-05,Hannah Goldy,146.32,0.40597596622279963
2022-03-05,Jinh Yu Frey,-146.32,0.5940240337772004
2022-03-05,Jonny Parsons,-255.0,0.7183098591549296
2022-03-05,Micheal Gillmore,255.0,0.28169014084507044
2022-03-05,Jennifer Gonzalez,234.67,0.2988018047629008
2022-03-05,Josiane Nunes,-234.67,0.7011981952370993
2022-03-05,Fares Ziam,-106.39,0.5154903618064894
2022-03-05,Terrance McKinney,106.39,0.48450963819351056
2022-03-05,Alejandro Perez,247.0,0.28818338519601916
2022-03-05,Jonathan Martinez,-247.0,0.711816614803981
2022-03-05,Micheal Gillmore,312.42,0.24246853943936741
2022-03-05,Ramiz Brahimaj,-312.42,0.7575314605606325
2022-03-05,Carlos Hernandez,-146.05,0.5935789742571288
2022-03-05,Victor Altamirano,146.05,0.40642102574287114
2022-02-26,Rafael Dos Anjos,219.23,0.313257210795871
2022-02-26,Rafael Fiziev,-219.23,0.686742789204129
2022-02-26,Jamahal Hill,-210.11,0.677530774855848
2022-02-26,Johnny Walker,210.11,0.32246922514415194
2022-02-26,Jamie Pickett.,264.12,0.27463575633996185
2022-02-26,Kyle Daukaus,-264.12,0.7253642436600383
2022-02-26,Alan Baudot,235.83,0.2977661551109267
2022-02-26,Parker Porter,-235.83,0.7022338448890734
2022-02-26,Jim Miller,156.0,0.3906233825132751
2022-02-26,Nikolas Motta,-156.0,0.6093766174867249
2022-02-26,Abdul Razak Alhassan,145.27,0.40770917713073324
2022-02-26,Joaquin Buckley,-145.27,0.5922908228692667
2022-02-26,David Onama,-162.47,0.6189989541653519
2022-02-26,Gabriel Benitez,162.47,0.3810010458346482
2022-02-26,Jessica-Rose Clark,-165.36,0.6231590159074852
2022-02-26,Stephanie Egger,165.36,0.37684098409251476
2022-02-26,Julian Marquez,146.32,0.40597596622279963
2022-02-26,Kyle Daukaus,-146.32,0.5940240337772004
2022-02-26,Alexander Romanov,-255.0,0.7183098591549296
2022-02-26,Ilir Latifi,255.0,0.28169014084507044
2022-02-26,Austin Lingo,300.0,0.25
2022-02-26,Jonathan Pearce,-300.0,0.75
2022-02-26,Khalid Taha,109.09,0.47826294896934335
2022-02-26,Mario Bautista,-109.09,0.5217370510306567
2022-02-26,Chas Skelly,-183.74,0.6475650990332751
2022-02-26,Mark Striegl,183.74,0.352434900966725
2022-02-26,Diana Belbirr,-112.96,0.5304357009720095
2022-02-26,Gloria de Paula,112.96,0.4695642990279903
2022-02-26,Chad Anheliger,-224.53,0.6918579330579767
2022-02-26,Jesse Strader,224.53,0.30814206694202323
2022-02-26,Christian Rodriguez,310.37,0.24367992118834486
2022-02-26,Jonathan Pearce,-310.37,0.7563200788116551
2022-02-26,Jay Perrin,301.06,0.24933647043248414
2022-02-26,Mario Bautista,-301.06,0.7506635295675159
2022-02-19,Jack Hermansson,205.11,0.3277470089890381
2022-02-19,Sean Strickland,-205.11,0.6722529910109619
2022-02-19,Nick Maximov,171.48,0.3683520034814114
2022-02-19,Punahele Soriano,-171.48,0.6316479965185885
2022-02-19,Carlston Harris,220.64,0.3118793017173983
2022-02-19,Shavkat Rakhmonov,-220.64,0.6881206982826017
2022-02-19,Brendan Allen,-325.95,0.7652312636158304
2022-02-19,Sam Alvey,325.95,0.23476873638416962
2022-02-19,Bryan Battle,128.66,0.4373257957025585
2022-02-19,Tresean Gore,-128.66,0.5626761113950307
2022-02-19,Julian Erosa,-267.63,0.7279870782061151
2022-02-19,Steven Peterson,267.63,0.2720129217938849
2022-02-12,Israel Adesanya,-253.98,0.7174947837590795
2022-02-12,Robert Whittaker,253.98,0.28250521624092045
2022-02-12,Derrick Lewis,-161.04,0.6169230014517876
2022-02-12,Tai Tuivasa,161.04,0.3830769985482124
2022-02-12,Derek Brunson,147.99,0.40324627499707205
2022-02-12,Jared Cannonier,-147.99,0.5967537250029279
2022-02-12,Alex Hernandez,143.78,0.4102079640207161
2022-02-12,Renato Moicano,-143.78,0.589792035979284
2022-02-12,Bobby Green,-138.12,0.580046434912295
2022-02-12,Nasrat Haqparast,138.12,0.419953565087705
2022-02-12,Andrei Arlovski,-138.24,0.5802571342471664
2022-02-12,Jared Vanderaa,138.24,0.4197428657528335
2022-02-12,Casey O'Neill,-318.94,0.761302635430189
2022-02-12,Roxanne Modafferi,318.94,0.23869736456981094
2022-02-12,Kyler Phillips,-341.22,0.773354717237229
2022-02-12,Marcelo Rojo,341.22,0.22664528276277102
2022-02-12,Carlos Ulberg,-222.31,0.6897400932172246
2022-02-12,Fabio Cherant,222.31,0.3102599067827754
2022-02-12,Leomana Martinez,262.93,0.2755335741949172
2022-02-12,Ronnie Lawrence,-262.93,0.7244664258050828
2022-02-12,Aj Dobson,-105.04,0.5122977295352328
2022-02-12,Jacob Malkoun,105.04,0.4877022704647673
2022-02-12,Douglas Silva de Andrade,189.01,0.3460065612337405
2022-02-12,Sergey Morozov,-189.01,0.6539934387662596
2022-02-12,Jeremiah Wells,-202.6,0.6695301538122443
2022-02-12,Mike Mathetha,202.6,0.33046984618775566
2022-02-12,Maxim Grishin,-154.67,0.6073356925196789
2022-02-12,William Knight,154.67,0.3926643074803211
2022-02-12,Mark Madsen,155.91,0.3907623773983041
2022-02-12,Vinc Pichel,-155.91,0.6092376226016959
2022-02-12,Alex Perez,-320.0,0.7619047619047619
2022-02-12,Matt Schnell,320.0,0.23809523809523808
2022-02-12,Ed Herman,280.0,0.2631578947368421
2022-02-12,Maxim Grishin,-280.0,0.7368421052631579
2022-02-05,Calvin Cattar,206.55,0.3262129100248392
2022-02-05,Giga Chikadze,-206.55,0.6737870899751608
2022-02-05,Chase Sherman,124.07,0.446292284625661
2022-02-05,Jake Collier,-124.07,0.5537077153743388
2022-02-05,Brandon Royval,-150.76,0.6012138619698173
2022-02-05,Rogerio Bontorin,150.76,0.3987861380301826
2022-02-05,Jennifer Maia,175.21,0.36335871752524107
2022-02-05,Katlyn Chookagian,-175.21,0.6366412824747589
2022-02-05,Dakota Bush,180.11,0.35699989749061983
2022-02-05,Viacheslav Borshchev,-180.11,0.6430001025093802
2022-02-05,Bill Algeo,137.54,0.4209799136146631
2022-02-05,Joanderson Brito,-137.54,0.5790200863853369
2022-02-05,Jamie Pickett,141.03,0.4148942262735936
2022-02-05,Joseph Holmes,-141.03,0.5851057737264064
2022-02-05,Court McGee,113.0,0.4694917610898478
2022-02-05,Ramiz Brahimaj,-113.0,0.5305082389101522
2022-02-05,Abdul Razak Alhassan,135.0,0.425531914893617
2022-02-05,Joaquin Buckley,-135.0,0.574468085106383
2022-02-05,Kleydson Rodrigues,-227.33,0.6944979073106651
2022-02-05,Zarrukh Adashev,227.33,0.30550209268933487
2022-02-05,Brian Kelleher,146.32,0.40597596622279963
2022-02-05,Saidyokub Kakhramonov,-146.32,0.5940240337772004
2022-02-05,Gabriel Benitez,-180.0,0.6428571428571429
2022-02-05,T.J. Brown,180.0,0.35714285714285715
2022-02-05,Caio Borralho,-234.67,0.7011981952370993
2022-02-05,Jamie Pickett,234.67,0.2988018047629008
2022-02-05,Brian Kelleher,-296.78,0.7479688072133059
2022-02-05,Kevin Croom,296.78,0.2520311927866939
2022-02-05,Charles Rosa,195.01,0.3389719433000272
2022-02-05,Tj Brown,-195.01,0.6610280566999727
2022-01-22,Ciryl Gane,-131.22,0.5675030561064802
2022-01-22,Francis Ngannou,131.22,0.4324969438935196
2022-01-22,Brandon Moreno,-166.57,0.62486331841205
2022-01-22,Deiveson Figueiredo,166.57,0.37513668158794994
2022-01-22,Andre Fialho,248.88,0.28663311200526337
2022-01-22,Michel Pereira,-248.88,0.7133668879947367
2022-01-22,Cody Stamann,168.62,0.3722715156534984
2022-01-22,Said Nurmagomedov,-168.62,0.6277284843465015
2022-01-22,Michael Morales,101.26,0.49687545598412186
2022-01-22,Trevin Giles,-101.26,0.5031245440158781
2022-01-22,Ilia Topuria,-120.64,0.5467730239303844
2022-01-22,Movsar Evloev,120.64,0.4532269760696157
2022-01-22,Alexa Grasso,-155.91,0.6092376226016959
2022-01-22,Viviane Araujo,155.91,0.3907623773983041
2022-01-22,Jack Della Maddalena,-176.67,0.638558571583475
2022-01-22,Warlley Alves,176.67,0.36144142841652516
2022-01-22,Raoni Barcelos,-395.41,0.7981469433042427
2022-01-22,Victor Henry,395.41,0.20185305669575732
2022-01-22,Jack Della Maddalena,-310.59,0.7564502322767472
2022-01-22,Pete Rodrigue.,310.59,0.24354976772325265
2022-01-22,Saimon Oliveira,223.63,0.30899370985260444
2022-01-22,Tony Gravely,-223.63,0.6910062901473957
2022-01-22,Genaro Valdez,186.94,0.3485095703794514
2022-01-22,Matt Frevola,-186.94,0.6514904296205486
2022-01-22,Silvana Gomez Juarez.,134.59,0.4262704030993873
2022-01-22,Vanessa Demopoulos,-134.59,0.5737295969006125
2022-01-22,Jasmine Jasudavicius,173.77,0.3652730879932648
2022-01-22,Kay Hansen,-173.77,0.6347269120067351
2022-01-15,Darren Till,-144.86,0.5916080107742627
2022-01-15,Derek Brunson,144.86,0.4083919892257372
2022-01-15,Sergey Spivak.,206.41,0.3263557237013944
2022-01-15,Tom Aspinall,-206.41,0.6736442762986056
2022-01-15,Alex Morono,-115.57,0.536121663701002
2022-01-15,David Zawada,115.57,0.46387833629899805
2022-01-15,Khalil Rountree Jr.,143.96,0.4098988628927692
2022-01-15,Modestas Bukauskas,-143.96,0.5901011371072307
2022-01-15,Luigi Vendramini,139.95,0.416751569753649
2022-01-15,Paddy Pimblett,-139.95,0.583248430246351
2022-01-15,Ji Yeon Kim,103.34,0.4917928895913179
2022-01-15,Molly McCann,-103.34,0.5082071104086822
2022-01-15,Jack Shore,-463.33,0.8224845295387858
2022-01-15,Liudvik Sholinian,463.33,0.17751547046121435
2022-01-15,Charles Jourdain,-170.08,0.6297447926812416
2022-01-15,Julian Erosa,170.08,0.37025520731875844
2022-01-15,Dalcha Lungiambula,148.93,0.401722814707121
2022-01-15,Marc-Andre Barriault,-148.93,0.5982771852928789
2021-12-18,Chris Daukaus,-129.31,0.5639164226885773
2021-12-18,Derrick Lewis,129.31,0.43608357731142255
2021-12-18,Belal Muhammad,194.44,0.33962834966236644
2021-12-18,Stephen Thompson,-194.44,0.6603716503376336
2021-12-18,Amanda Lemos,-258.51,0.7210647294338111
2021-12-18,Angela Hill,258.51,0.278935270566189
2021-12-18,Raphael Assuncao,247.2,0.28801877074627646
2021-12-18,Ricky Simon,-247.2,0.7119812292537236
2021-12-18,Carlos Diego Ferreira,211.52,0.3210016409568544
2021-12-18,Mateusz Gamrot,-211.52,0.6789983590431455
2021-12-18,Cub Swanson,-156.01,0.6093833827993436
2021-12-18,Darren Elkins,156.01,0.39061661720065644
2021-12-18,Dustin Stoltzfus,206.11,0.32668258791894955
2021-12-18,Gerald Meerschaert,-206.11,0.6733174120810504
2021-12-18,Harry Hunsucker,275.78,0.26611645730140016
