Date,Fighter,DraftKings,BetMGM,Caesars,BetRivers,FanDuel,BetWay,DraftKings_decimal,BetMGM_decimal,Caesars_decimal,BetRivers_decimal,FanDuel_decimal,BetWay_decimal,mean_odds,DraftKings_vig,DraftKings_novig,BetMGM_vig,BetMGM_novig,Caesars_vig,Caesars_novig,BetRivers_vig,BetRivers_novig,FanDuel_vig,FanDuel_novig,BetWay_vig,BetWay_novig,mean_odds_vig,mean_odds_novig
2020-08-08,Laureano Staropoli,-172.0,,,,,,1.58,,,,,,1.58,,,,,,,,,,,,,,
2020-08-08,Tim Means,140.0,,,,,,2.4,,,,,,2.4,,,,,,,,,,,,,,
2020-08-08,Joaquin Buckley,380.0,,,,,,4.8,,,,,,4.8,,,,,,,,,,,,,,
2020-08-08,Kevin Holland,-500.0,,,,,,1.2,,,,,,1.2,,,,,,,,,,,,,,
2020-08-08,Alex Munoz,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-08-08,Nasrat Haqparast,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-08-08,Andrew Sanchez,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-08-08,Wellington Turman,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-08-08,Gavin Tucker,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-08-08,Justin Jaynes,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-08-08,Peter Barrett,400.0,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,
2020-08-08,Youssef Zalal,-556.0,,,,,,1.18,,,,,,1.18,,,,,,,,,,,,,,
2020-08-08,Ali Al Qaisi,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-08-08,Irwin Rivera,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-08-01,Derek Brunson,300.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,
2020-08-01,Edmen Shahbazyan,-400.0,,,,,,1.25,,,,,,1.25,,,,,,,,,,,,,,
2020-08-01,Jennifer Maia,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-08-01,Joanne Calderwood,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-08-01,Randy Brown,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-08-01,Vicente Luque,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-08-01,Bobby Green,130.0,,,,,,2.3,,,,,,2.3,,,,,,,,,,,,,,
2020-08-01,Lando Vannata,-161.0,,,,,,1.62,,,,,,1.62,,,,,,,,,,,,,,
2020-08-01,Frankie Saenz,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-08-01,Jonathan Martinez,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-08-01,Johnny Munoz Jr,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-08-01,Nathan Maness,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-08-01,Jamall Emmers,-500.0,,,,,,1.2,,,,,,1.2,,,,,,,,,,,,,,
2020-08-01,Vincent Cachero,333.0,,,,,,4.33,,,,,,4.33,,,,,,,,,,,,,,
2020-08-01,Chris Gutierrez,-303.0,,,,,,1.33,,,,,,1.33,,,,,,,,,,,,,,
2020-08-01,Cody Durden,240.0,,,,,,3.4,,,,,,3.4,,,,,,,,,,,,,,
2020-07-26,Darren Till,137.0,,,,,,2.37,,,,,,2.37,,,,,,,,,,,,,,
2020-07-26,Robert Whittaker,-164.0,,,,,,1.61,,,,,,1.61,,,,,,,,,,,,,,
2020-07-26,Antonio Rogerio Nogueira,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-07-26,Mauricio Rua,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-07-26,Alexander Gustafsson,-333.0,,,,,,1.3,,,,,,1.3,,,,,,,,,,,,,,
2020-07-26,Fabricio Werdum,250.0,,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,
2020-07-26,Carla Esparza,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-07-26,Marina Rodriguez,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-07-26,Gadzhimurad Antigulov,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-07-26,Paul Craig,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-07-26,Alex Oliveira,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-07-26,Peter Sobotta,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-07-26,Khamzat Chimaev,-1250.0,,,,,,1.08,,,,,,1.08,,,,,,,,,,,,,,
2020-07-26,Rhys McKee,700.0,,,,,,8.0,,,,,,8.0,,,,,,,,,,,,,,
2020-07-26,Francisco Trinaldo,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-07-26,Jai Herbert,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-07-26,Jesse Ronson,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-07-26,Nicolas Dalby,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-07-26,Jake Collier,250.0,,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,
2020-07-26,Tom Aspinall,-333.0,,,,,,1.3,,,,,,1.3,,,,,,,,,,,,,,
2020-07-26,Mike Grundy,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-07-26,Movsar Evloev,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-07-26,Raphael Pessoa,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-07-26,Tanner Boser,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-07-26,Bethe Correia,130.0,,,,,,2.3,,,,,,2.3,,,,,,,,,,,,,,
2020-07-26,Pannie Kianzad,-161.0,,,,,,1.62,,,,,,1.62,,,,,,,,,,,,,,
2020-07-26,Niklas Stolze,300.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,
2020-07-26,Ramazan Emeev,-400.0,,,,,,1.25,,,,,,1.25,,,,,,,,,,,,,,
2020-07-26,John Castaneda,350.0,,,,,,4.5,,,,,,4.5,,,,,,,,,,,,,,
2020-07-26,Nathaniel Wood,-455.0,,,,,,1.22,,,,,,1.22,,,,,,,,,,,,,,
2020-07-19,Deiveson Figueiredo,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-07-19,Joseph Benavidez,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-07-19,Jack Hermansson,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-07-19,Kelvin Gastelum,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-07-19,Marc Diakiese,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-07-19,Rafael Fiziev,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-07-19,Ariane Lipski,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-07-19,Luana Carolina,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-07-19,Alexandre Pantoja,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-07-19,Askar Askarov,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-07-19,Khadis Ibragimov,140.0,,,,,,2.4,,,,,,2.4,,,,,,,,,,,,,,
2020-07-19,Roman Dolidze,-172.0,,,,,,1.58,,,,,,1.58,,,,,,,,,,,,,,
2020-07-19,Grant Dawson,-303.0,,,,,,1.33,,,,,,1.33,,,,,,,,,,,,,,
2020-07-19,Nad Narimani,240.0,,,,,,3.4,,,,,,3.4,,,,,,,,,,,,,,
2020-07-19,Joe Duffy,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-07-19,Joel Alvarez,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-07-19,Brett Johns,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-07-19,Montel Jackson,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-07-19,Amir Albazi,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-07-19,Malcolm Gordon,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-07-19,Arman Tsarukyan,-222.0,,,,,,1.45,,,,,,1.45,,,,,,,,,,,,,,
2020-07-19,Davi Ramos,180.0,,,,,,2.8,,,,,,2.8,,,,,,,,,,,,,,
2020-07-19,Carlos Felipe,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-07-19,Serghei Spivac,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-07-16,Calvin Kattar,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-07-16,Dan Ige,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-07-16,Ryan Benoit,137.0,,,,,,2.37,,,,,,2.37,,,,,,,,,,,,,,
2020-07-16,Tim Elliott,-164.0,,,,,,1.61,,,,,,1.61,,,,,,,,,,,,,,
2020-07-16,Cody Stamann,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-07-16,Jimmie Rivera,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-07-16,Molly McCann,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-07-16,Taila Santos,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-07-16,Abdul Razak Alhassan,-357.0,,,,,,1.28,,,,,,1.28,,,,,,,,,,,,,,
2020-07-16,Mounir Lazzez,275.0,,,,,,3.75,,,,,,3.75,,,,,,,,,,,,,,
2020-07-16,John Phillips,400.0,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,
2020-07-16,Khamzat Chimaev,-556.0,,,,,,1.18,,,,,,1.18,,,,,,,,,,,,,,
2020-07-16,Lerone Murphy,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-07-16,Ricardo Ramos,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-07-16,Andreas Michailidis,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-07-16,Modestas Bukauskas,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-07-16,Chris Fishgold,137.0,,,,,,2.37,,,,,,2.37,,,,,,,,,,,,,,
2020-07-16,Jared Gordon,-164.0,,,,,,1.61,,,,,,1.61,,,,,,,,,,,,,,
2020-07-16,Diana Belbita,-222.0,,,,,,1.45,,,,,,1.45,,,,,,,,,,,,,,
2020-07-16,Liana Jojua,180.0,,,,,,2.8,,,,,,2.8,,,,,,,,,,,,,,
2020-07-16,Aaron Phillips,600.0,,,,,,7.0,,,,,,7.0,,,,,,,,,,,,,,
2020-07-16,Jack Shore,-1000.0,,,,,,1.1,,,,,,1.1,,,,,,,,,,,,,,
2020-07-12,Jorge Masvidal,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-07-12,Kamaru Usman,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-07-12,Alexander Volkanovski,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-07-12,Max Holloway,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-07-12,Jessica Andrade,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-07-12,Rose Namajunas,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-07-12,Amanda Ribas,-833.0,,,,,,1.12,,,,,,1.12,,,,,,,,,,,,,,
2020-07-12,Paige Vanzant,550.0,,,,,,6.5,,,,,,6.5,,,,,,,,,,,,,,
2020-07-12,Jose Aldo,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-07-12,Petr Yan,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-07-12,Jiri Prochazka,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-07-12,Volkan Oezdemir,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-07-12,Elizeu Zaleski Dos Santos,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-07-12,Muslim Salikhov,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-07-12,Danny Henry,180.0,,,,,,2.8,,,,,,2.8,,,,,,,,,,,,,,
2020-07-12,Makwan Amirkhani,-222.0,,,,,,1.45,,,,,,1.45,,,,,,,,,,,,,,
2020-07-12,Leonardo Santos,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-07-12,Roman Bogatov,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-07-12,Marcin Tybura,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-07-12,Maxim Grishin,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-07-12,Raulian Paiva,-172.0,,,,,,1.58,,,,,,1.58,,,,,,,,,,,,,,
2020-07-12,Zhalgas Zhumagulov,140.0,,,,,,2.4,,,,,,2.4,,,,,,,,,,,,,,
2020-07-12,Karol Rosa,-303.0,,,,,,1.33,,,,,,1.33,,,,,,,,,,,,,,
2020-07-12,Vanessa Melo,240.0,,,,,,3.4,,,,,,3.4,,,,,,,,,,,,,,
2020-07-12,Davey Grant,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-07-12,Martin Day,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-27,Dan Hooker,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-06-27,Dustin Poirier,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-06-27,Mickey Gall,250.0,,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,
2020-06-27,Mike Perry,-333.0,,,,,,1.3,,,,,,1.3,,,,,,,,,,,,,,
2020-06-27,Gian Villante,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-06-27,Maurice Greene,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-06-27,Brendan Allen,-333.0,,,,,,1.3,,,,,,1.3,,,,,,,,,,,,,,
2020-06-27,Kyle Daukaus,250.0,,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,
2020-06-27,Philipe Lins,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-27,Tanner Boser,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-06-27,Julian Erosa,400.0,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,,
2020-06-27,Sean Woodson,-556.0,,,,,,1.18,,,,,,1.18,,,,,,,,,,,,,,
2020-06-27,Khama Worthy,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-06-27,Luis Pena,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-06-27,Jason Witt,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-06-27,Takashi Sato,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-06-27,Jinh Yu Frey,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
2020-06-27,Kay Hansen,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-06-27,Jordan Griffin,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-06-27,Youssef Zalal,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-20,Alexander Volkov,300.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,
2020-06-20,Curtis Blaydes,-400.0,,,,,,1.25,,,,,,1.25,,,,,,,,,,,,,,
2020-06-20,Josh Emmett,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-06-20,Shane Burgos,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-06-20,Marion Reneau,180.0,,,,,,2.8,,,,,,2.8,,,,,,,,,,,,,,
2020-06-20,Raquel Pennington,-222.0,,,,,,1.45,,,,,,1.45,,,,,,,,,,,,,,
2020-06-20,Belal Muhammad,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-06-20,Lyman Good,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-06-20,Jim Miller,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-06-20,Roosevelt Roberts,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-06-20,Bobby Green,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-06-20,Clay Guida,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-06-20,Brianna van Buren,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-06-20,Tecia Torres,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
2020-06-20,Marc-Andre Barriault,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-20,Oskar Piechota,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-06-20,Cortney Casey,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-06-20,Gillian Robertson,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-06-20,Frank Camacho,-333.0,,,,,,1.3,,,,,,1.3,,,,,,,,,,,,,,
2020-06-20,Justin Jaynes,250.0,,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,
2020-06-20,Lauren Murphy,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-06-20,Roxanne Modafferi,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-06-20,Austin Hubbard,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-06-20,Max Rohskopf,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-06-13,Cynthia Calvillo,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-06-13,Jessica Eye,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-06-13,Karl Roberson,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-06-13,Marvin Vettori,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-06-13,Charles Rosa,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-06-13,Kevin Aguilar,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-06-13,Andre Fili,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-06-13,Charles Jourdain,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
2020-06-13,Jordan Espinosa,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-06-13,Mark de La Rosa,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-06-13,Hannah Cifers,250.0,,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,
2020-06-13,Mariya Agapova,-333.0,,,,,,1.3,,,,,,1.3,,,,,,,,,,,,,,
2020-06-13,Gustavo Lopez,550.0,,,,,,6.5,,,,,,6.5,,,,,,,,,,,,,,
2020-06-13,Merab Dvalishvili,-833.0,,,,,,1.12,,,,,,1.12,,,,,,,,,,,,,,
2020-06-13,Gina Mazany,500.0,,,,,,6.0,,,,,,6.0,,,,,,,,,,,,,,
2020-06-13,Julia Avila,-714.0,,,,,,1.14,,,,,,1.14,,,,,,,,,,,,,,
2020-06-13,Tyson Nam,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-06-13,Zarrukh Adashev,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-06-13,Anthony Ivy,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-06-13,Christian Aguilera,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
2020-06-13,Darrick Minner,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-06-13,Jordan Griffin,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-06-06,Amanda Nunes,-625.0,,,,,,1.16,,,,,,1.16,,,,,,,,,,,,,,
2020-06-06,Felicia Spencer,450.0,,,,,,5.5,,,,,,5.5,,,,,,,,,,,,,,
2020-06-06,Gerald Meerschaert,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-06-06,Ian Heinisch,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-06,Cody Garbrandt,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-06-06,Raphael Assuncao,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-06-06,Alex Perez,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-06,Jussier Formiga,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-06-06,Charles Byrd,-175.0,,,,,,1.57,,,,,,1.57,,,,,,,,,,,,,,
2020-06-06,Maki Pitolo,150.0,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,,,
2020-06-06,Alonzo Menifield,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-06-06,Devin Clark,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-06-06,Anthony Rocco Martin,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-06-06,Neil Magny,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-06-06,Eddie Wineland,380.0,,,,,,4.8,,,,,,4.8,,,,,,,,,,,,,,
2020-06-06,Sean O'Malley,-500.0,,,,,,1.2,,,,,,1.2,,,,,,,,,,,,,,
2020-06-06,Aljamain Sterling,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-06-06,Cory Sandhagen,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-06-06,Alex Caceres,180.0,,,,,,2.8,,,,,,2.8,,,,,,,,,,,,,,
2020-06-06,Chase Hooper,-222.0,,,,,,1.45,,,,,,1.45,,,,,,,,,,,,,,
2020-06-06,Brian Kelleher,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
2020-06-06,Cody Stamann,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-06-06,Evan Dunham,200.0,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,
2020-06-06,Herbert Burns,-250.0,,,,,,1.4,,,,,,1.4,,,,,,,,,,,,,,
2020-05-30,Gilbert Burns,162.0,,,,,,2.62,,,,,,2.62,,,,,,,,,,,,,,
2020-05-30,Tyron Woodley,-189.0,,,,,,1.53,,,,,,1.53,,,,,,,,,,,,,,
2020-05-30,Hannah Cifers,380.0,,,,,,4.8,,,,,,4.8,,,,,,,,,,,,,,
2020-05-30,Mackenzie Dern,-500.0,,,,,,1.2,,,,,,1.2,,,,,,,,,,,,,,
2020-05-30,Jamahal Hill,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-05-30,Klidson Abreu,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-05-30,Augusto Sakai,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-05-30,Blagoy Ivanov,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-05-30,Chris Gutierrez,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-05-30,Vince Morales,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-05-30,Brok Weaver,275.0,,,,,,3.75,,,,,,3.75,,,,,,,,,,,,,,
2020-05-30,Roosevelt Roberts,-357.0,,,,,,1.28,,,,,,1.28,,,,,,,,,,,,,,
2020-05-30,Antonina Shevchenko,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-05-30,Katlyn Chookagian,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-05-30,Casey Kenney,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-05-30,Louis Smolka,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-05-30,Brandon Royval,125.0,,,,,,2.25,,,,,,2.25,,,,,,,,,,,,,,
2020-05-30,Tim Elliott,-152.0,,,,,,1.66,,,,,,1.66,,,,,,,,,,,,,,
2020-05-30,Billy Quarantillo,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-05-30,Spike Carlyle,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-05-30,Daniel Rodriguez,187.0,,,,,,2.87,,,,,,2.87,,,,,,,,,,,,,,
2020-05-30,Kevin Holland,-227.0,,,,,,1.44,,,,,,1.44,,,,,,,,,,,,,,
2020-05-30,Daniel Rodriguez,-357.0,,,,,,1.28,,,,,,1.28,,,,,,,,,,,,,,
2020-05-30,Gabriel Green,275.0,,,,,,3.75,,,,,,3.75,,,,,,,,,,,,,,
2020-05-16,Alistair Overeem,137.0,,,,,,2.37,,,,,,2.37,,,,,,,,,,,,,,
2020-05-16,Walt Harris,-164.0,,,,,,1.61,,,,,,1.61,,,,,,,,,,,,,,
2020-05-16,Angela Hill,225.0,,,,,,3.25,,,,,,3.25,,,,,,,,,,,,,,
2020-05-16,Claudia Gadelha,-278.0,,,,,,1.36,,,,,,1.36,,,,,,,,,,,,,,
2020-05-16,Dan Ige,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-05-16,Edson Barboza,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-05-16,Eryk Anders,100.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,
2020-05-16,Krzysztof Jotko,-125.0,,,,,,1.8,,,,,,1.8,,,,,,,,,,,,,,
2020-05-16,Marlon Vera,170.0,,,,,,2.7,,,,,,2.7,,,,,,,,,,,,,,
2020-05-16,Song Yadong,-200.0,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,
2020-05-16,Matt Brown,110.0,,,,,,2.1,,,,,,2.1,,,,,,,,,,,,,,
2020-05-16,Miguel Baeza,-139.0,,,,,,1.72,,,,,,1.72,,,,,,,,,,,,,,
2020-05-16,Anthony Hernandez,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-05-16,Kevin Holland,-111.0,,,,,,1.9,,,,,,1.9,,,,,,,,,,,,,,
2020-05-16,Giga Chikadze,-400.0,,,,,,1.25,,,,,,1.25,,,,,,,,,,,,,,
2020-05-16,Irwin Rivera,300.0,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,
